client,benchmark,iteration,value_ns,success,error,param_size,param_concurrency
aio-pika,consume_latency,31,626600,True,,256B,
aio-pika,consume_latency,32,1214600,True,,256B,
aio-pika,consume_latency,33,693200,True,,256B,
aio-pika,consume_latency,34,660100,True,,256B,
aio-pika,consume_latency,35,884300,True,,256B,
aio-pika,consume_latency,36,638100,True,,256B,
aio-pika,consume_latency,37,615300,True,,256B,
aio-pika,consume_latency,38,607800,True,,256B,
aio-pika,consume_latency,39,620800,True,,256B,
aio-pika,consume_latency,40,596900,True,,256B,
aio-pika,consume_latency,41,935400,True,,256B,
aio-pika,consume_latency,42,632700,True,,256B,
aio-pika,consume_latency,43,731500,True,,256B,
aio-pika,consume_latency,44,617200,True,,256B,
aio-pika,consume_latency,45,607500,True,,256B,
aio-pika,consume_latency,46,614100,True,,256B,
aio-pika,consume_latency,47,611300,True,,256B,
aio-pika,consume_latency,48,616400,True,,256B,
aio-pika,consume_latency,49,607600,True,,256B,
aio-pika,consume_latency,0,674200,True,,1KB,
aio-pika,consume_latency,1,673500,True,,1KB,
aio-pika,consume_latency,2,621800,True,,1KB,
aio-pika,consume_latency,3,621800,True,,1KB,
aio-pika,consume_latency,4,646200,True,,1KB,
aio-pika,consume_latency,5,694900,True,,1KB,
aio-pika,consume_latency,6,658100,True,,1KB,
aio-pika,consume_latency,7,634300,True,,1KB,
aio-pika,consume_latency,8,604700,True,,1KB,
aio-pika,consume_latency,9,635400,True,,1KB,
aio-pika,consume_latency,10,636400,True,,1KB,
aio-pika,consume_latency,11,578600,True,,1KB,
aio-pika,consume_latency,12,754700,True,,1KB,
aio-pika,consume_latency,13,651700,True,,1KB,
aio-pika,consume_latency,14,631300,True,,1KB,
aio-pika,consume_latency,15,615700,True,,1KB,
aio-pika,consume_latency,16,647100,True,,1KB,
aio-pika,consume_latency,17,650300,True,,1KB,
aio-pika,consume_latency,18,636300,True,,1KB,
aio-pika,consume_latency,19,570100,True,,1KB,
aio-pika,consume_latency,20,544900,True,,1KB,
aio-pika,consume_latency,21,635800,True,,1KB,
aio-pika,consume_latency,22,946800,True,,1KB,
aio-pika,consume_latency,23,676000,True,,1KB,
aio-pika,consume_latency,24,952600,True,,1KB,
aio-pika,consume_latency,25,654200,True,,1KB,
aio-pika,consume_latency,26,619300,True,,1KB,
aio-pika,consume_latency,27,740300,True,,1KB,
aio-pika,consume_latency,28,917600,True,,1KB,
aio-pika,consume_latency,29,623900,True,,1KB,
aio-pika,consume_latency,30,624300,True,,1KB,
aio-pika,consume_latency,31,628300,True,,1KB,
aio-pika,consume_latency,32,960000,True,,1KB,
aio-pika,consume_latency,33,788800,True,,1KB,
aio-pika,consume_latency,34,572100,True,,1KB,
aio-pika,consume_latency,35,593500,True,,1KB,
aio-pika,consume_latency,36,612100,True,,1KB,
aio-pika,consume_latency,37,606800,True,,1KB,
aio-pika,consume_latency,38,626300,True,,1KB,
aio-pika,consume_latency,39,620000,True,,1KB,
aio-pika,consume_latency,40,569000,True,,1KB,
aio-pika,consume_latency,41,596800,True,,1KB,
aio-pika,consume_latency,42,599400,True,,1KB,
aio-pika,consume_latency,43,781500,True,,1KB,
aio-pika,consume_latency,44,711100,True,,1KB,
aio-pika,consume_latency,45,688700,True,,1KB,
aio-pika,consume_latency,46,780600,True,,1KB,
aio-pika,consume_latency,47,608600,True,,1KB,
aio-pika,consume_latency,48,846000,True,,1KB,
aio-pika,consume_latency,49,616300,True,,1KB,
aio-pika,publish_throughput,0,32022900,True,,256B,
aio-pika,publish_throughput,1,50741500,True,,256B,
aio-pika,publish_throughput,0,30772200,True,,1KB,
aio-pika,publish_throughput,1,25310700,True,,1KB,
aio-pika,consume_throughput,0,319127300,True,,256B,
aio-pika,consume_throughput,1,323469900,True,,256B,
aio-pika,consume_throughput,0,318703300,True,,1KB,
aio-pika,consume_throughput,1,330438400,True,,1KB,
aio-pika,round_trip,0,1210800,True,,256B,
aio-pika,round_trip,1,1577100,True,,256B,
aio-pika,round_trip,2,1259900,True,,256B,
aio-pika,round_trip,3,1252300,True,,256B,
aio-pika,round_trip,4,1506500,True,,256B,
aio-pika,round_trip,5,1395800,True,,256B,
aio-pika,round_trip,6,1439800,True,,256B,
aio-pika,round_trip,7,1392800,True,,256B,
aio-pika,round_trip,8,1259500,True,,256B,
aio-pika,round_trip,9,1257500,True,,256B,
aio-pika,round_trip,10,1261100,True,,256B,
aio-pika,round_trip,11,1517700,True,,256B,
aio-pika,round_trip,12,1255900,True,,256B,
aio-pika,round_trip,13,1242800,True,,256B,
aio-pika,round_trip,14,1197100,True,,256B,
aio-pika,round_trip,15,1193500,True,,256B,
aio-pika,round_trip,16,1384000,True,,256B,
aio-pika,round_trip,17,1265400,True,,256B,
aio-pika,round_trip,18,1226400,True,,256B,
aio-pika,round_trip,19,1284600,True,,256B,
aio-pika,round_trip,20,1199200,True,,256B,
aio-pika,round_trip,21,1180300,True,,256B,
